"Conjunto","Alfa","Acesso-Medio"
26,10,1.03
26,12,1.03333
26,14,1.04286
26,16,1.0625
26,18,1.07222
26,20,1.075
26,22,1.09091
26,24,1.10833
26,26,1.11538
26,28,1.11429
26,30,1.12333
26,32,1.12812
26,34,1.13235
26,36,1.13333
26,38,1.15526
26,40,1.165
26,42,1.16667
26,44,1.18182
26,46,1.1913
26,48,1.19167
26,50,1.194
26,52,1.21154
26,54,1.21852
26,56,1.21786
26,58,1.22241
26,60,1.23167
26,62,1.24032
26,64,1.24688
26,66,1.25455
26,68,1.26029
26,70,1.27429
26,72,1.28333
26,74,1.29324
26,76,1.30395
26,78,1.31538
26,80,1.32
26,82,1.33293
26,84,1.34048
26,86,1.35
26,88,1.35341
26,90,1.36667
26,92,1.375
26,94,1.38404
26,96,1.39271
26,98,1.40102
27,2,1.05
27,4,1.025
27,6,1.03333
27,8,1.0375
27,10,1.05
27,12,1.05833
27,14,1.05714
27,16,1.05625
27,18,1.07778
27,20,1.095
27,22,1.1
27,24,1.10833
27,26,1.10769
27,28,1.13214
27,30,1.14333
27,32,1.14688
27,34,1.15294
27,36,1.16111
27,38,1.17632
27,40,1.18
27,42,1.18571
27,44,1.18636
27,46,1.20217
27,48,1.20208
27,50,1.218
27,52,1.23654
27,54,1.25741
27,56,1.26964
27,58,1.28448
27,60,1.29667
27,62,1.3
27,64,1.30469
27,66,1.31364
27,68,1.31912
27,70,1.33429
27,72,1.33333
27,74,1.35676
27,76,1.36316
27,78,1.36923
27,80,1.3825
27,82,1.3939
27,84,1.40357
27,86,1.41395
27,88,1.425
27,90,1.42778
27,92,1.43587
27,94,1.44149
27,96,1.44792
27,98,1.45816
28,2,1
28,4,1
28,6,1
28,8,1
28,10,1
28,12,1
28,14,1.02857
28,16,1.0375
28,18,1.05
28,20,1.07
28,22,1.07727
28,24,1.09167
28,26,1.10769
28,28,1.10714
28,30,1.13667
28,32,1.14688
28,34,1.15588
28,36,1.16667
28,38,1.17368
28,40,1.18
28,42,1.19286
28,44,1.19773
28,46,1.20435
28,48,1.21458
28,50,1.22
28,52,1.22885
28,54,1.23704
28,56,1.25
28,58,1.25862
28,60,1.26333
28,62,1.26935
28,64,1.27344
28,66,1.29242
28,68,1.29265
28,70,1.29571
28,72,1.30556
28,74,1.30676
28,76,1.32237
28,78,1.33077
28,80,1.3425
28,82,1.35732
28,84,1.37024
28,86,1.37907
28,88,1.38523
28,90,1.39778
28,92,1.4087
28,94,1.41702
28,96,1.42917
28,98,1.44286
29,2,1
29,4,1
29,6,1.01667
29,8,1.025
29,10,1.03
29,12,1.05833
29,14,1.05714
29,16,1.075
29,18,1.07778
29,20,1.08
29,22,1.09091
29,24,1.0875
29,26,1.10769
29,28,1.11429
29,30,1.12
29,32,1.125
29,34,1.14118
29,36,1.13889
29,38,1.14737
29,40,1.16
29,42,1.17143
29,44,1.18409
29,46,1.1913
29,48,1.19583
29,50,1.208
29,52,1.21923
29,54,1.22222
29,56,1.23393
29,58,1.2431
29,60,1.25167
29,62,1.2629
29,64,1.26875
29,66,1.27879
29,68,1.28676
29,70,1.29571
29,72,1.30694
29,74,1.31757
29,76,1.32895
29,78,1.33333
29,80,1.3475
29,82,1.3561
29,84,1.37262
29,86,1.38488
29,88,1.39659
29,90,1.40889
29,92,1.41848
29,94,1.42447
29,96,1.43646
29,98,1.44388
30,2,1
30,4,1.075
30,6,1.06667
30,8,1.075
30,10,1.08
30,12,1.075
30,14,1.07857
30,16,1.09375
30,18,1.11111
30,20,1.115
30,22,1.12727
30,24,1.14167
30,26,1.13846
30,28,1.16071
30,30,1.16667
30,32,1.16562
30,34,1.18529
30,36,1.18611
30,38,1.18947
30,40,1.1975
30,42,1.20476
30,44,1.21364
30,46,1.21304
30,48,1.21875
30,50,1.232
30,52,1.23077
30,54,1.23333
30,56,1.2375
30,58,1.24483
30,60,1.26
30,62,1.27258
30,64,1.28281
30,66,1.3
30,68,1.30294
30,70,1.30714
30,72,1.325
30,74,1.33514
30,76,1.34605
30,78,1.36026
30,80,1.3625
30,82,1.37439
30,84,1.37857
30,86,1.38953
30,88,1.4
30,90,1.41222
30,92,1.41739
30,94,1.43511
30,96,1.44479
30,98,1.4551
31,2,1
31,4,1.025
31,6,1.01667
31,8,1.025
31,10,1.03
31,12,1.04167
31,14,1.04286
31,16,1.06875
31,18,1.07222
31,20,1.085
31,22,1.09091
31,24,1.09583
31,26,1.08846
31,28,1.09643
31,30,1.10667
31,32,1.1125
31,34,1.12353
31,36,1.12778
31,38,1.13158
31,40,1.1375
31,42,1.15476
31,44,1.16136
31,46,1.16957
31,48,1.18333
31,50,1.194
31,52,1.21538
31,54,1.22593
31,56,1.24464
31,58,1.26552
31,60,1.27167
31,62,1.27903
31,64,1.27969
31,66,1.28939
31,68,1.29412
31,70,1.29286
31,72,1.3125
31,74,1.32432
31,76,1.33684
31,78,1.34744
31,80,1.35875
31,82,1.36707
31,84,1.37857
31,86,1.38721
31,88,1.39205
31,90,1.4
31,92,1.40652
31,94,1.41915
31,96,1.43125
31,98,1.43673
32,2,1
32,4,1
32,6,1
32,8,1.0125
32,10,1.01
32,12,1.01667
32,14,1.04286
32,16,1.04375
32,18,1.07222
32,20,1.07
32,22,1.07273
32,24,1.0875
32,26,1.1
32,28,1.09643
32,30,1.1
32,32,1.10938
32,34,1.11471
32,36,1.11944
32,38,1.12632
32,40,1.13
32,42,1.1381
32,44,1.14545
32,46,1.15652
32,48,1.16875
32,50,1.18
32,52,1.19615
32,54,1.19815
32,56,1.20179
