"Conjunto","Alfa","Acesso-Medio"
14,42,1.27381
14,44,1.27727
14,46,1.29348
14,48,1.33958
14,50,1.36
14,52,1.42115
14,54,1.45185
14,56,1.49107
14,58,1.54655
14,60,1.55167
14,62,1.5629
14,64,1.60312
14,66,1.63636
14,68,1.66176
14,70,1.71286
14,72,1.78194
14,74,1.84189
14,76,1.96711
14,78,2.03205
14,80,2.1075
14,82,2.25122
14,84,2.3
14,86,2.41977
14,88,2.52841
14,90,2.68333
14,92,2.95
14,94,3.25426
14,96,3.83958
14,98,4.5898
15,2,1
15,4,1.05
15,6,1.03333
15,8,1.025
15,10,1.03
15,12,1.04167
15,14,1.05
15,16,1.06875
15,18,1.12222
15,20,1.125
15,22,1.15
15,24,1.1625
15,26,1.18077
15,28,1.19643
15,30,1.2
15,32,1.2125
15,34,1.24706
15,36,1.26667
15,38,1.26842
15,40,1.2925
15,42,1.33095
15,44,1.37955
15,46,1.40217
15,48,1.4375
15,50,1.45
15,52,1.47885
15,54,1.48333
15,56,1.51607
15,58,1.52069
15,60,1.55333
15,62,1.58387
15,64,1.60156
15,66,1.61061
15,68,1.63676
15,70,1.66286
15,72,1.70972
15,74,1.77297
15,76,1.85395
15,78,1.91538
15,80,1.97875
15,82,2.15366
15,84,2.31071
15,86,2.45814
15,88,2.65795
15,90,2.83778
15,92,3.10543
15,94,3.31489
15,96,3.86667
15,98,4.47245
16,2,1
16,4,1.025
16,6,1.01667
16,8,1.025
16,10,1.04
16,12,1.05
16,14,1.05714
16,16,1.05625
16,18,1.07778
16,20,1.095
16,22,1.09545
16,24,1.10833
16,26,1.13462
16,28,1.15
16,30,1.15667
16,32,1.16562
16,34,1.18529
16,36,1.20556
16,38,1.22105
16,40,1.225
16,42,1.25
16,44,1.27727
16,46,1.2913
16,48,1.31875
16,50,1.342
16,52,1.38269
16,54,1.42037
16,56,1.43393
16,58,1.47931
16,60,1.51
16,62,1.57581
16,64,1.64844
16,66,1.69697
16,68,1.71176
16,70,1.78857
16,72,1.94444
16,74,1.96216
16,76,2.05395
16,78,2.12179
16,80,2.23375
16,82,2.45854
16,84,2.91429
16,86,3.11395
16,88,3.53068
16,90,4.06778
16,92,4.33261
16,94,4.84149
16,96,5.64167
16,98,6.71735
17,2,1
17,4,1
17,6,1.01667
17,8,1.0375
17,10,1.04
17,12,1.05833
17,14,1.05714
17,16,1.05625
17,18,1.06667
17,20,1.075
17,22,1.09091
17,24,1.10417
17,26,1.11154
17,28,1.14286
17,30,1.16333
17,32,1.16562
17,34,1.16176
17,36,1.17222
17,38,1.19211
17,40,1.1975
17,42,1.20476
17,44,1.23636
17,46,1.26087
17,48,1.3
17,50,1.314
17,52,1.35962
17,54,1.37778
17,56,1.41429
17,58,1.45172
17,60,1.485
17,62,1.54355
17,64,1.58125
17,66,1.59697
17,68,1.64118
17,70,1.7
17,72,1.71111
17,74,1.85405
17,76,1.94474
17,78,2.01923
17,80,2.08625
17,82,2.18293
17,84,2.31667
17,86,2.41395
17,88,2.50682
17,90,2.60222
17,92,2.86196
17,94,3.20319
17,96,3.54583
17,98,5.32857
18,2,1
18,4,1.025
18,6,1.01667
18,8,1.0375
18,10,1.06
18,12,1.09167
18,14,1.08571
18,16,1.0875
18,18,1.09444
18,20,1.1
18,22,1.13636
18,24,1.1375
18,26,1.14615
18,28,1.16429
18,30,1.16333
18,32,1.16875
18,34,1.22059
18,36,1.23611
18,38,1.26053
18,40,1.2775
18,42,1.2881
18,44,1.29773
18,46,1.30217
18,48,1.32292
18,50,1.338
18,52,1.37692
18,54,1.41296
18,56,1.44107
18,58,1.4569
18,60,1.48667
18,62,1.50645
18,64,1.52969
18,66,1.59697
18,68,1.65147
18,70,1.66143
18,72,1.74306
18,74,1.78378
18,76,1.85132
18,78,1.94103
18,80,2.03875
18,82,2.09024
18,84,2.16786
18,86,2.29535
18,88,2.425
18,90,2.58889
18,92,2.72065
18,94,3.17872
18,96,3.44167
18,98,4.27143
19,2,1
19,4,1
19,6,1.01667
19,8,1.05
19,10,1.05
19,12,1.075
19,14,1.1
19,16,1.1
19,18,1.1
19,20,1.115
19,22,1.12273
19,24,1.12083
19,26,1.11923
19,28,1.13929
19,30,1.14
19,32,1.175
19,34,1.18235
19,36,1.20278
19,38,1.22105
19,40,1.2325
19,42,1.24524
19,44,1.27045
19,46,1.3
19,48,1.33333
19,50,1.336
19,52,1.4
19,54,1.42963
19,56,1.44464
19,58,1.45862
19,60,1.50833
19,62,1.52419
19,64,1.52344
19,66,1.54091
19,68,1.57206
