"Conjunto","Alfa","Acesso-Medio"
10,92,4.89858
10,94,5.8207
10,96,9.05016
10,98,13.7308
11,2,1
11,4,1.02564
11,6,1.0339
11,8,1.05063
11,10,1.07071
11,12,1.08403
11,14,1.11511
11,16,1.10692
11,18,1.12849
11,20,1.13568
11,22,1.13699
11,24,1.13808
11,26,1.14672
11,28,1.1828
11,30,1.22742
11,32,1.25078
11,34,1.26331
11,36,1.26536
11,38,1.31746
11,40,1.34925
11,42,1.3756
11,44,1.39498
11,46,1.41703
11,48,1.4749
11,50,1.50803
11,52,1.55985
11,54,1.62639
11,56,1.66308
11,58,1.69204
11,60,1.7709
11,62,1.84628
11,64,1.89185
11,66,1.94225
11,68,1.96012
11,70,2.10904
11,72,2.22036
11,74,2.29986
11,76,2.56407
11,78,2.67053
11,80,2.94228
11,82,3.13464
11,84,3.32616
11,86,3.67678
11,88,4.12201
11,90,4.55072
11,92,5.01963
11,94,6.99253
11,96,10.6792
11,98,14.6059
12,2,1
12,4,1
12,6,1
12,8,1.06329
12,10,1.06061
12,12,1.10084
12,14,1.10791
12,16,1.1195
12,18,1.12291
12,20,1.1407
12,22,1.15068
12,24,1.15481
12,26,1.15058
12,28,1.16846
12,30,1.17057
12,32,1.17868
12,34,1.2071
12,36,1.20391
12,38,1.28042
12,40,1.29648
12,42,1.32297
12,44,1.34932
12,46,1.3821
12,48,1.42259
12,50,1.48795
12,52,1.55985
12,54,1.60595
12,56,1.62186
12,58,1.64706
12,60,1.68395
12,62,1.72168
12,64,1.77116
12,66,1.85866
12,68,1.95421
12,70,2.0373
12,72,2.19944
12,74,2.327
12,76,2.49273
12,78,2.58687
12,80,2.86198
12,82,3.37209
12,84,4.12067
12,86,5.07935
12,88,6.07412
12,90,6.68562
12,92,7.33915
12,94,8.82604
12,96,10.5402
12,98,12.9314
13,2,1
13,4,1
13,6,1
13,8,1.03797
13,10,1.05051
13,12,1.05882
13,14,1.06475
13,16,1.07547
13,18,1.0838
13,20,1.11055
13,22,1.11872
13,24,1.13389
13,26,1.13514
13,28,1.16129
13,30,1.18395
13,32,1.18809
13,34,1.19822
13,36,1.21229
13,38,1.24339
13,40,1.29397
13,42,1.29904
13,44,1.32648
13,46,1.38646
13,48,1.40586
13,50,1.47189
13,52,1.51737
13,54,1.52416
13,56,1.53405
13,58,1.57093
13,60,1.66722
13,62,1.73625
13,64,1.79467
13,66,1.8921
13,68,1.94239
13,70,2.02726
13,72,2.15063
13,74,2.24966
13,76,2.39894
13,78,2.50965
13,80,2.71644
13,82,2.97185
13,84,3.38351
13,86,3.79347
13,88,4.27936
13,90,5.42363
13,92,6.74918
13,94,8.22412
13,96,11.465
13,98,19.8628
14,2,1
14,4,1
14,6,1.01695
14,8,1.03797
14,10,1.0404
14,12,1.05042
14,14,1.05036
14,16,1.06289
14,18,1.06704
14,20,1.0804
14,22,1.08676
14,24,1.13389
14,26,1.16216
14,28,1.1828
14,30,1.20401
14,32,1.22257
14,34,1.23373
14,36,1.2514
14,38,1.25926
14,40,1.27136
14,42,1.30383
14,44,1.3653
14,46,1.37991
14,48,1.38912
14,50,1.41968
14,52,1.47104
14,54,1.51859
14,56,1.5448
14,58,1.5917
14,60,1.65385
14,62,1.72168
14,64,1.75078
14,66,1.78875
14,68,1.86558
14,70,1.95265
14,72,1.98745
14,74,2.07327
14,76,2.29723
14,78,2.50579
14,80,2.70765
14,82,2.88005
14,84,3.1589
14,86,3.56243
14,88,4.41277
14,90,4.80936
14,92,5.82116
14,94,7.25934
14,96,8.97283
14,98,11.4391
15,2,1
15,4,1.05128
15,6,1.0339
15,8,1.05063
15,10,1.06061
15,12,1.06723
15,14,1.07194
15,16,1.08176
15,18,1.0838
15,20,1.1005
15,22,1.12329
15,24,1.15063
15,26,1.16216
15,28,1.18996
15,30,1.21739
15,32,1.26019
15,34,1.26331
15,36,1.32402
15,38,1.3254
15,40,1.34925
15,42,1.35885
15,44,1.3653
15,46,1.41266
15,48,1.43305
15,50,1.46185
15,52,1.52896
15,54,1.54833
15,56,1.59319
15,58,1.65744
15,60,1.69231
15,62,1.73139
15,64,1.7837
15,66,1.85866
15,68,1.91137
15,70,1.97131
15,72,2.06416
15,74,2.15061
15,76,2.25495
15,78,2.36808
15,80,2.43664
15,82,2.68543
15,84,2.85902
15,86,3.10852
15,88,3.75143
15,90,4.90301
15,92,6.00981
15,94,7.97012
15,96,9.23197
15,98,11.1146
16,2,1
16,4,1.02564
16,6,1.0339
16,8,1.03797
16,10,1.0303
16,12,1.05882
16,14,1.07914
16,16,1.06918
16,18,1.06145
16,20,1.07035
16,22,1.10046
16,24,1.10042
16,26,1.09653
16,28,1.1147
16,30,1.1505
16,32,1.15361
16,34,1.18935
16,36,1.23743
16,38,1.25661
16,40,1.28141
16,42,1.3134
16,44,1.32877
16,46,1.36463
16,48,1.40167
16,50,1.41767
16,52,1.46718
16,54,1.5223
16,56,1.53763
16,58,1.61938
16,60,1.70234
16,62,1.75243
16,64,1.80094
16,66,1.92857
16,68,2.0192
16,70,2.11047
16,72,2.21757
16,74,2.41248
16,76,2.58256
16,78,2.90347
16,80,3.38143
16,82,3.50918
16,84,3.82915
16,86,4.08518
16,88,5.93387
16,90,8.77146
16,92,12.2279
16,94,15.7182
16,96,20.094
16,98,24.4504
17,2,1
17,4,1
17,6,1.01695
17,8,1.03797
17,10,1.06061
17,12,1.06723
17,14,1.09353
17,16,1.11321
17,18,1.11732
17,20,1.1407
17,22,1.14612
17,24,1.15481
17,26,1.16602
